登番,選手名,級別,支部,年齢,期,全国勝率,出走(13か月),攻め,ST,型,メモ,攻め手5,カド消し,まくり屋,壁(2号艇),差し巧者,まくり系ゼロ,4走,4まくり系1着率,5走,5まくり系1着率,6走,6まくり系1着率,4まくり力,1着数,逃げ,差し,まくり,まくり差し,抜き,恵まれ,平均ST,F本数,L本数,F前ST,F後ST,F後ST変化,F後の走数,F慣れ候補
5222,津田陸翔,A1,広島,25,129,6.17,268,,,,,○,,,,,,48,12.5,42,7.1,39,0.0,1.3,60,32,5,12,6,4,1,0.17,1,0,0.17,0.17,+0.00,50,候補
4074,柳沢一,A1,愛知,45,86,6.63,268,,,,,○,○,,,,,54,5.6,47,8.5,33,0.0,-4.1,64,36,12,3,10,3,0,0.13,1,0,0.14,0.11,-0.03,6,
4120,柘植政浩,A2,滋賀,45,88,6.08,268,,,,,,,,,,,54,5.6,49,4.1,42,0.0,-2.9,58,39,7,6,5,1,0,0.16,0,0,0.16,,,0,
4269,杉山裕也,A2,愛知,40,93,6.94,268,,,,,○,,,壁弱●,,,48,8.3,50,22.0,33,3.0,-3.5,75,35,9,11,12,7,1,0.15,1,0,0.14,0.15,+0.01,49,
4259,真庭明志,A2,長崎,42,93,5.72,268,,,,,,,,,,,46,4.3,45,0.0,37,0.0,-3.7,53,34,10,4,3,2,0,0.15,0,0,0.15,,,0,
4938,小芦るり,A1,佐賀,28,118,6.46,267,,,,,○,,,,,,41,14.6,48,6.2,34,0.0,2.9,79,39,7,23,5,4,1,0.15,0,0,0.15,,,0,
4536,喜井つか,A2,岡山,36,103,5.81,267,,,,,,,,,,,48,6.2,52,1.9,35,0.0,-3.4,58,29,9,12,3,4,1,0.16,1,0,0.16,0.16,+0.00,10,候補
4208,三浦永理,A1,静岡,43,91,7.31,267,,,,,○,○,,,,,46,6.5,49,14.3,39,10.3,-4.8,84,47,12,7,14,2,2,0.15,0,0,0.15,,,0,
4079,出畑孝典,A2,福岡,47,87,6.06,266,,,,,,,,,,,41,9.8,48,0.0,42,0.0,0.4,58,34,7,8,7,2,0,0.17,1,0,0.16,0.18,+0.02,81,
4375,照屋厚仁,A2,兵庫,42,98,5.70,266,,,,,○,,,,,,41,12.2,51,5.9,42,0.0,2.2,56,29,3,8,9,7,0,0.16,0,0,0.16,,,0,
3988,古川誠之,A2,愛知,48,83,6.20,266,,,,,,,,,,,48,6.2,46,4.3,41,0.0,-2.2,57,34,6,9,6,2,0,0.14,0,0,0.14,,,0,
4611,今井美亜,A1,福井,36,106,6.09,266,,,,,,○,,,,,50,2.0,42,2.4,38,13.2,-5.5,68,37,8,8,11,3,1,0.14,0,0,0.14,,,0,
3303,渡辺豊,B1,東京,58,60,4.35,266,,,,,,,,,,,53,1.9,49,0.0,43,0.0,-2.7,27,20,2,2,1,1,1,0.20,0,0,0.20,,,0,
4503,上野真之,A1,佐賀,38,102,8.15,266,,,,,○,,,,,,54,11.1,52,17.3,37,8.1,-3.3,93,54,5,13,14,6,1,0.11,0,0,0.11,,,0,
5029,中亮太,A1,福岡,29,122,6.92,266,,,,,○,,○,,,,54,22.2,39,7.7,39,0.0,9.0,76,38,7,14,10,7,0,0.14,1,0,0.14,0.13,-0.01,108,候補
5112,砂長知輝,A1,埼玉,26,125,6.85,266,,,,,○,,,,●,,48,12.5,39,15.4,42,4.8,-0.3,79,39,14,7,15,4,0,0.15,2,0,0.15,0.15,-0.00,49,候補
4319,三宅潤,A2,大阪,41,95,5.50,266,,,,,○,,,,,,42,14.3,59,5.1,43,0.0,3.7,46,25,4,7,6,3,1,0.18,1,0,0.17,0.18,+0.01,86,
4264,長尾章平,A1,山口,41,93,6.04,266,,,,,○,,,,,,55,9.1,45,8.9,35,5.7,-1.3,71,41,8,9,9,4,0,0.16,1,0,0.15,0.19,+0.04,72,
4237,大峯豊,A1,山口,42,92,7.25,265,,,,,,,,,,,52,19.2,46,4.3,31,6.5,4.9,75,39,7,12,12,5,0,0.15,0,0,0.15,,,0,
4437,中田元泰,A2,香川,40,100,5.92,265,,,,,,,,壁弱●,,,45,8.9,47,2.1,47,2.1,-0.2,66,41,7,7,8,2,1,0.16,0,0,0.16,,,0,
5158,宮脇遼太,A1,福岡,28,127,6.59,265,,,,,,,○,,,,44,22.7,46,4.3,46,6.5,8.9,80,36,6,26,6,6,0,0.15,0,0,0.15,,,0,
4475,末永祐輝,A1,山口,38,101,5.45,264,,,,,○,,,,,,46,8.7,44,6.8,40,0.0,-1.5,56,37,3,5,10,1,0,0.15,1,0,0.15,0.14,-0.00,10,候補
4357,田中和也,A1,大阪,42,97,6.53,264,,,,,○,,,,●,,50,8.0,39,7.7,30,0.0,-3.8,74,35,11,7,10,11,0,0.17,0,0,0.17,,,0,
4233,亀山雅幸,A2,群馬,43,92,6.06,264,,,,,○,,,,,,44,9.1,54,7.4,40,0.0,-1.2,56,27,7,7,11,4,0,0.17,1,0,0.17,0.23,+0.06,19,慎重型
4302,西野翔太,A1,広島,43,95,6.60,264,,,,,○,,,,,,45,17.8,43,9.3,1,0.0,3.6,79,48,9,10,10,1,1,0.14,0,0,0.14,,,0,
3905,天野友和,A2,愛知,48,80,5.86,264,,,,,,,,壁強●,,,48,8.3,44,4.5,45,2.2,-1.8,46,31,3,8,3,1,0,0.15,0,0,0.15,,,0,
5160,藤森陸斗,A2,福岡,27,127,5.84,264,,,,,○,,,壁弱●,,,46,8.7,46,6.5,48,0.0,-0.4,49,27,4,7,9,2,0,0.15,0,0,0.15,,,0,
4430,永田秀二,A2,東京,40,100,5.85,263,,,,,○,,,,,,49,10.2,45,8.9,42,0.0,0.8,49,22,5,11,8,2,1,0.16,0,0,0.16,,,0,
4095,福来剛,A1,東京,45,87,7.07,263,,,,,○,,,,,,55,12.7,49,18.4,40,7.5,-0.2,81,40,13,8,17,3,0,0.14,2,0,0.13,0.14,+0.01,67,
3908,重成一人,A1,香川,47,80,5.83,263,,,,,○,,,,,,35,8.6,46,17.4,50,2.0,-0.4,73,37,9,4,12,10,1,0.14,1,0,0.14,0.15,+0.00,67,候補
4297,山田哲也,A1,東京,43,95,6.30,263,,,,,○,,○,,,,50,24.0,45,11.1,35,8.6,10.2,72,35,1,19,13,3,1,0.11,2,0,0.11,0.11,+0.00,71,候補
4736,高倉和士,A1,福岡,35,111,7.13,263,,,,,○,,,,,,50,12.0,47,10.6,46,2.2,-0.7,75,42,11,5,10,7,0,0.13,1,0,0.12,0.15,+0.02,83,
4822,百武翔,A2,佐賀,33,114,6.43,263,,,,,○,○,,,,,57,3.5,38,7.9,43,0.0,-5.7,54,29,10,4,7,3,1,0.16,1,0,0.16,0.19,+0.03,19,
4649,和田操拓,B1,滋賀,42,108,5.65,263,,,,,○,,,,,,56,16.1,40,5.0,47,0.0,7.5,51,22,6,4,14,4,1,0.13,0,0,0.13,,,0,
4583,古田祐貴,B1,香川,37,105,5.56,263,,,,,,,,,,,46,6.5,39,0.0,48,0.0,-2.0,43,26,8,3,3,3,0,0.14,2,0,0.13,0.19,+0.05,39,慎重型
5045,平川香織,A2,埼玉,26,122,6.96,263,,,,,,○,,,,,53,3.8,50,2.0,36,2.8,-5.4,54,21,5,13,5,9,1,0.20,1,0,0.20,0.21,+0.01,48,
5142,常住蓮,A1,佐賀,25,126,7.26,262,,,,,○,○,,,,,47,8.5,45,8.9,30,3.3,-5.1,78,44,12,11,7,4,0,0.13,2,0,0.12,0.15,+0.03,108,
5298,水谷理人,A1,香川,24,132,7.21,262,,,,,○,,,,,,56,17.9,39,15.4,48,0.0,3.9,81,37,11,13,13,6,1,0.14,1,0,0.14,0.17,+0.03,67,
3918,深井利寿,A1,滋賀,52,81,6.65,262,,,,,○,,,,,,54,14.8,38,5.3,49,0.0,3.2,57,30,5,8,9,4,1,0.17,0,0,0.17,,,0,
4980,佐々木完,A1,山口,30,120,7.31,262,,,,,○,,,,,,44,11.4,43,16.3,48,2.1,0.5,80,45,13,6,12,3,1,0.15,0,0,0.15,,,0,
4798,浜先真範,A1,広島,33,113,6.52,262,,,,,,,,壁強●,,,47,8.5,43,4.7,38,2.6,-1.7,67,40,8,4,11,3,1,0.13,0,0,0.13,,,0,
3911,鈴木猛,B1,東京,52,81,4.81,262,,,,,○,,,壁強●,,,54,7.4,54,9.3,36,0.0,0.8,38,18,5,6,6,3,0,0.17,0,0,0.17,,,0,
4350,篠崎元志,A1,福岡,40,96,8.09,262,,,,,,,,,,,47,8.5,51,3.9,29,0.0,-3.3,87,54,7,17,2,7,0,0.13,0,1,0.13,0.14,+0.01,58,
5121,定松勇樹,A1,佐賀,25,125,7.54,262,,,,,○,,,,,,43,18.6,43,14.0,37,2.7,4.2,81,41,11,15,8,5,1,0.13,1,0,0.13,0.14,+0.00,45,候補
4298,宮下元胤,A2,愛知,43,95,5.89,262,,,,,,,,,,,54,11.1,41,2.4,34,0.0,0.3,46,27,1,9,6,3,0,0.17,0,0,0.17,,,0,
4451,松崎祐太,A2,福岡,38,100,6.28,262,,,,,,○,,,,,48,0.0,42,4.8,34,2.9,-8.2,50,36,4,5,2,3,0,0.16,0,0,0.16,,,0,
3740,大澤普司,A1,群馬,52,75,6.08,262,,,,,○,,,,●,,40,17.5,53,13.2,43,4.7,6.0,70,31,9,9,14,7,0,0.17,0,0,0.17,,,0,
4904,松本一毅,B1,大阪,32,117,5.34,262,,,,,○,,,,,,49,6.1,49,8.2,43,0.0,-0.3,33,15,1,9,6,2,0,0.17,0,0,0.17,,,0,
4441,末永由楽,A2,岡山,40,100,5.63,262,,,,,,○,,壁弱●,,,43,4.7,43,4.7,43,0.0,-4.5,58,31,8,5,8,6,0,0.13,0,0,0.13,,,0,
5255,藤原仙二,A1,滋賀,22,130,6.56,261,,,,,,,,,●,,47,17.0,49,4.1,42,2.4,3.1,67,32,8,16,7,4,0,0.18,2,0,0.17,0.19,+0.02,174,
4148,枝尾賢,A2,福岡,44,89,6.14,261,,,,,,○,,,,,51,3.9,46,4.3,35,2.9,-4.1,45,25,9,5,3,3,0,0.15,0,0,0.15,,,0,
4075,中野次郎,A1,東京,45,86,6.48,261,,,,,○,,,,,,52,11.5,43,11.6,44,4.5,1.8,57,27,7,6,12,5,0,0.13,1,0,0.13,0.13,+0.01,18,
4467,渡邉俊介,A1,愛知,39,101,6.43,261,,,,,,,,,,,51,17.6,52,3.8,36,2.8,5.3,60,33,6,6,10,5,0,0.14,0,0,0.14,,,0,
3888,山本英志,A2,東京,51,80,6.09,261,,,,,,,,壁強●,,,49,8.2,46,2.2,44,4.5,-0.8,47,24,5,10,3,5,0,0.14,1,0,0.14,0.17,+0.03,21,
4761,山田晃大,A2,滋賀,36,112,5.82,260,,,,,,,,,,,48,12.5,40,2.5,47,0.0,2.5,59,34,8,7,7,2,1,0.14,0,0,0.14,,,0,
4932,新開航,A1,福岡,30,118,7.51,260,,,,,○,,,,,,45,17.8,46,6.5,45,4.4,3.6,80,43,12,17,5,3,0,0.15,0,0,0.15,,,0,
3952,中澤和志,A1,埼玉,50,82,6.67,260,,,,,○,,,,,,45,17.8,45,17.8,37,5.4,3.6,75,32,13,13,12,5,0,0.14,0,0,0.14,,,0,
4033,伊藤将吉,A2,静岡,47,85,5.82,260,,,,,○,,,,,,46,10.9,44,6.8,43,2.3,0.1,57,35,5,10,3,4,0,0.14,1,0,0.14,0.18,+0.04,18,
4477,篠崎仁志,A1,福岡,38,101,7.22,260,,,,,,,,,,,46,8.7,42,2.4,38,0.0,-1.5,60,39,9,5,4,3,0,0.14,0,0,0.14,,,0,
4679,植田太一,A2,福岡,37,109,6.18,260,,,,,○,,,,,,45,13.3,48,12.5,38,2.6,3.1,63,37,2,12,8,3,1,0.16,0,0,0.16,,,0,
3334,角ひとみ,A2,広島,57,61,5.31,260,,,,,,○,,,,,47,2.1,46,2.2,36,0.0,-5.4,41,30,2,3,4,1,1,0.19,0,0,0.19,,,0,
3811,石田章央,A1,静岡,50,77,6.34,260,,,,,○,,,,,,43,14.0,43,7.0,51,2.0,3.5,69,34,5,6,15,9,0,0.15,1,0,0.15,0.18,+0.02,16,
3422,服部幸男,A2,静岡,55,64,6.00,260,,,,,○,,,,,,58,12.1,42,11.9,27,7.4,2.3,66,36,3,17,8,2,0,0.15,0,0,0.15,,,0,
3841,佐々木和,A2,徳島,50,78,6.51,260,,,,,,○,,,,,46,4.3,37,2.7,49,0.0,-4.8,54,31,10,5,5,3,0,0.16,0,0,0.16,,,0,
5193,米丸乃絵,A1,福岡,25,128,6.99,260,,,,,○,○,,,,,46,2.2,45,6.7,40,0.0,-8.1,72,43,5,16,2,5,1,0.16,1,0,0.15,0.18,+0.02,44,
5017,澤田尚也,A1,滋賀,27,121,6.83,259,,,,,○,,,,,,48,10.4,44,11.4,41,0.0,0.9,72,40,7,7,12,5,1,0.13,0,0,0.13,,,0,
4019,笠原亮,A1,静岡,46,84,6.98,259,,,,,○,○,,,,,40,5.0,49,10.2,44,0.0,-4.2,60,39,5,6,7,2,1,0.16,0,0,0.16,,,0,
3965,北中元樹,A1,滋賀,47,82,5.82,259,,,,,○,,○,,,,54,25.9,39,10.3,45,2.2,11.9,59,24,6,17,7,5,0,0.17,1,0,0.17,0.17,+0.00,9,
3482,金子猛志,B1,群馬,55,66,4.99,259,,,,,○,○,,,,,47,0.0,49,12.2,49,0.0,-4.9,33,20,6,3,3,0,1,0.15,0,0,0.15,,,0,
4642,松尾夏海,A2,香川,34,107,7.17,259,,,,,○,,,,,,45,8.9,43,16.3,30,6.7,-3.0,78,41,9,7,17,4,0,0.16,0,0,0.16,,,0,
5189,藤原早菜,A2,岡山,25,128,5.09,259,,,,,○,○,,,,,43,0.0,50,6.0,40,0.0,-6.8,40,17,7,3,8,5,0,0.20,0,0,0.20,,,0,
3679,飯島昌弘,A2,埼玉,53,73,6.79,259,,,,,,○,,,,,58,3.4,46,2.2,35,0.0,-5.8,47,34,6,4,1,2,0,0.16,1,0,0.15,0.18,+0.03,66,
4737,竹井貴史,A1,福岡,35,111,6.77,259,,,,,○,,,,●,,47,12.8,43,11.6,41,2.4,-1.9,86,44,9,20,6,5,2,0.16,1,0,0.15,0.18,+0.02,58,
3915,繁野谷圭,A2,大阪,52,81,6.23,259,,,,,○,○,,,,,43,2.3,50,8.0,42,0.0,-5.1,54,33,9,2,7,2,1,0.19,0,0,0.19,,,0,
4452,松尾祭,A2,香川,38,100,5.17,259,,,,,,○,,,,,43,0.0,48,2.1,42,2.4,-4.8,41,22,7,2,6,3,1,0.17,0,0,0.17,,,0,
3562,山下和彦,A2,広島,57,70,6.35,258,,,,,,,○,,,,47,23.4,47,4.3,37,0.0,10.8,54,28,4,12,6,4,0,0.17,0,0,0.17,,,0,
4539,金子賢志,A1,群馬,35,103,6.52,258,,,,,,,,,,,45,17.8,40,2.5,48,6.2,6.4,66,38,7,15,5,1,0,0.13,0,0,0.13,,,0,
4013,中島孝平,A1,福井,46,84,7.14,258,,,,,○,,,,,,49,12.2,42,9.5,48,0.0,1.2,71,50,5,6,7,3,0,0.14,1,0,0.14,0.17,+0.03,5,
4042,丸岡正典,A2,大阪,47,85,6.85,258,,,,,○,,,,,,47,10.6,37,8.1,51,3.9,-0.1,58,33,8,7,9,1,0,0.18,1,0,0.17,0.19,+0.01,31,
4796,春園功太,A1,三重,35,113,6.02,258,,,,,,,,,,,33,18.2,53,3.8,42,4.8,5.1,72,40,8,14,8,2,0,0.14,1,0,0.14,,,0,
4483,北野輝季,A1,愛知,37,101,6.83,258,,,,,○,,○,,●,,40,25.0,52,7.7,39,5.1,8.8,79,37,12,16,6,7,1,0.14,1,0,0.14,0.14,-0.00,34,候補
4069,山本修一,A2,岡山,46,86,5.68,258,,,,,,○,,,,,43,0.0,48,2.1,38,0.0,-8.0,47,28,7,1,4,6,1,0.18,1,0,0.17,0.19,+0.01,53,
4156,浜野孝志,A2,三重,45,90,5.38,257,,,,,○,,,,,,54,13.0,40,5.0,39,2.6,2.9,46,23,7,10,5,1,0,0.16,1,0,0.15,0.18,+0.03,56,
4294,古賀繁輝,A1,佐賀,40,94,6.21,257,,,,,○,,○,,,,50,30.0,43,7.0,38,15.8,13.1,83,34,8,29,8,4,0,0.13,1,0,0.13,0.16,+0.03,9,
4682,大上卓人,A1,広島,36,109,7.29,257,,,,,○,,,,,,52,5.8,52,7.7,34,0.0,-2.7,61,39,9,3,9,1,0,0.14,1,0,0.14,0.21,+0.07,11,慎重型
4500,山田康二,A1,佐賀,38,102,7.96,257,,,,,○,,,壁弱●,,,40,15.0,41,14.6,35,5.7,1.5,90,47,9,15,13,5,1,0.13,0,0,0.13,,,0,
5278,田中駿兵,A1,徳島,23,131,7.06,257,,,,,○,,,,,,42,19.0,43,20.9,45,8.9,4.5,96,49,10,14,18,5,0,0.14,1,0,0.14,0.16,+0.02,34,
4411,沢田昭宏,A2,大阪,40,99,5.69,257,,,,,,,,壁強●,,,46,4.3,42,4.8,46,2.2,-3.7,46,30,6,4,5,1,0,0.18,0,0,0.18,,,0,
3576,白水勝也,A1,福岡,53,70,6.38,257,,,,,,○,,,,,41,9.8,47,4.3,31,0.0,-4.0,52,30,5,8,4,5,0,0.16,2,0,0.16,0.17,+0.00,57,候補
5224,西岡顕心,A1,香川,25,129,7.38,256,,,,,○,○,,,,,41,7.3,45,6.7,46,0.0,-4.1,73,42,11,11,5,3,1,0.14,0,0,0.14,,,0,
5028,原田才一,A1,福岡,29,122,7.15,256,,,,,,,,,,,44,15.9,47,4.3,38,2.6,3.9,76,42,7,10,10,7,0,0.16,2,0,0.14,0.18,+0.04,118,
4757,山田祐也,A1,徳島,37,112,6.64,256,,,,,○,,,,,,41,9.8,50,8.0,37,5.4,-0.7,66,38,3,12,7,5,1,0.14,0,0,0.14,,,0,
4787,椎名豊,A1,群馬,37,113,7.75,256,,,,,○,,,,,,44,15.9,48,12.5,37,5.4,0.5,93,45,6,19,19,4,0,0.13,1,1,0.13,0.15,+0.02,89,
4168,石野貴之,A1,大阪,44,90,6.82,256,,,,,○,,,,,,41,4.9,39,10.3,31,0.0,-3.2,65,36,4,8,14,3,0,0.15,1,0,0.14,0.17,+0.03,57,
4734,安河内将,A1,佐賀,36,111,6.87,256,,,,,○,,,,,,44,18.2,48,8.3,34,2.9,3.9,73,36,10,7,17,3,0,0.15,1,0,0.15,0.16,+0.01,14,
4384,鶴本崇文,A1,大阪,41,98,5.63,256,,,,,,,,,,,47,8.5,42,0.0,37,2.7,-1.7,52,32,3,4,8,5,0,0.17,0,0,0.17,,,0,
4052,興津藍,A2,徳島,45,85,5.50,256,,,,,,,,,,,42,7.1,45,4.4,46,2.2,-1.5,59,34,5,11,6,2,1,0.15,1,0,0.15,0.20,+0.05,15,慎重型
5026,安河内健,A1,佐賀,31,122,6.73,255,,,,,○,,,,●,,50,8.0,45,13.3,39,5.1,-2.1,74,40,11,4,15,4,0,0.16,1,0,0.15,0.16,+0.01,92,
4024,井口佳典,A1,三重,49,85,6.89,255,,,,,○,,,,,,49,14.3,51,9.8,37,5.4,3.9,53,24,4,15,7,3,0,0.15,1,0,0.15,0.16,+0.01,45,
3941,池田浩二,A1,愛知,48,81,7.80,255,,,,,○,,,,,,46,10.9,45,6.7,35,2.9,-3.3,80,48,8,6,11,7,0,0.12,0,0,0.12,,,0,
4850,野中一平,A2,愛知,31,115,6.38,255,,,,,○,,,,,,47,10.6,50,14.0,33,3.0,-0.1,72,36,12,13,7,3,1,0.12,0,0,0.12,,,0,
4501,樋口由加,B1,岡山,38,102,5.09,255,,,,,,,,,,,48,6.2,48,4.2,40,0.0,-0.1,43,25,0,11,3,3,1,0.15,0,0,0.15,,,0,
4719,上條暢嵩,A1,大阪,32,110,7.55,255,,,,,○,○,,,,,49,2.0,43,9.3,39,2.6,-6.7,77,53,6,11,5,1,1,0.13,0,0,0.13,,,0,
3783,瓜生正義,A1,福岡,50,76,6.84,255,,,,,○,,,,●,,40,5.0,53,11.3,33,0.0,-3.1,55,25,10,7,7,6,0,0.15,0,0,0.15,,,0,
3582,吉川昭男,A2,滋賀,53,70,6.25,255,,,,,,,,壁弱●,,,32,9.4,1,0.0,0,,0.1,66,29,10,12,4,9,2,0.16,1,0,0.16,0.18,+0.01,4,
4287,今井貴士,A2,福岡,42,94,6.47,255,,,,,,,,,,,37,10.8,38,0.0,45,2.2,1.1,47,31,4,6,3,3,0,0.16,1,0,0.15,0.18,+0.02,40,
3777,樋口亮,A2,長崎,51,76,5.38,255,,,,,○,,,,,,43,7.0,44,6.8,45,6.7,-1.6,56,27,6,10,8,5,0,0.17,2,0,0.17,0.18,+0.00,64,候補
5280,廣瀬凜,A1,滋賀,23,131,6.93,255,,,,,○,,,,●,,45,11.1,51,11.8,38,0.0,-3.1,70,37,7,6,9,11,0,0.16,0,0,0.16,,,0,
4832,権藤俊光,A1,大阪,39,115,6.72,254,,,,,○,,○,,,,49,20.4,45,13.3,40,2.5,7.4,79,37,11,5,19,7,0,0.14,0,0,0.14,,,0,
4391,松田祐季,A1,福井,40,98,7.19,254,,,,,,,,,,,50,8.0,43,0.0,39,5.1,-2.1,75,42,8,12,6,6,1,0.16,1,0,0.16,0.18,+0.03,31,
4308,河村了,A1,愛知,42,95,6.73,254,,,,,○,,,,,,47,10.6,39,7.7,36,5.6,-1.7,69,43,8,2,13,3,0,0.16,1,0,0.16,0.15,-0.01,6,
3743,林美憲,A1,徳島,51,75,5.41,254,,,,,○,,,,,,62,8.1,21,14.3,6,0.0,-0.9,55,30,4,10,7,4,0,0.15,0,0,0.15,,,0,
4460,後藤翔之,A2,東京,40,101,6.07,254,,,,,○,,,壁強●,,,43,11.6,52,5.8,35,2.9,1.8,46,24,8,5,5,3,1,0.15,1,0,0.15,0.14,-0.00,27,候補
4504,前田将太,A1,福岡,38,102,6.99,254,,,,,○,,,,,,40,5.0,48,6.2,38,2.6,-3.1,55,36,1,5,7,6,0,0.14,1,0,0.13,0.15,+0.02,93,
5326,三嶌さら,B1,香川,22,133,5.02,254,,,,,,,,,,,46,0.0,54,3.7,58,3.4,-3.2,29,11,3,7,6,2,0,0.18,0,0,0.18,,,0,
3960,菊地孝平,A1,静岡,48,82,6.72,254,,,,,○,,,,,,56,12.5,45,11.1,33,3.0,2.6,64,36,8,9,8,3,0,0.11,1,0,0.11,0.11,+0.00,1,
4771,下寺秀和,A1,広島,33,112,7.19,254,,,,,,,,,,,45,15.6,44,4.5,36,0.0,2.0,85,51,13,7,11,2,1,0.15,1,0,0.15,0.20,+0.04,20,
4373,若狭奈美,A1,岡山,38,97,6.25,254,,,,,,○,,,,,50,2.0,32,0.0,41,0.0,-6.7,55,33,9,6,2,5,0,0.18,1,0,0.18,0.18,+0.00,76,候補
4256,渡辺浩司,A1,福岡,42,93,7.08,254,,,,,,,,,,,41,12.2,44,0.0,44,4.5,-2.3,56,32,10,6,5,3,0,0.13,2,0,0.13,0.15,+0.02,66,
4762,藤原啓史,A1,岡山,36,112,7.36,254,,,,,○,,,,,,38,18.4,38,7.9,50,6.0,3.9,81,48,7,7,14,5,0,0.13,0,0,0.13,,,0,
4543,重木輝彦,A1,兵庫,38,104,6.64,254,,,,,○,,,,,,54,7.4,43,7.0,32,0.0,-2.6,63,38,8,7,6,4,0,0.17,2,0,0.16,0.18,+0.02,101,
3898,平田忠則,A1,福岡,49,80,7.49,254,,,,,,,,,,,41,19.5,43,4.7,43,4.7,3.1,73,45,6,6,8,7,1,0.15,1,0,0.15,0.17,+0.02,81,
4002,古結宏,A1,兵庫,48,84,6.50,254,,,,,○,,,,,,49,12.2,48,8.3,27,0.0,1.2,67,38,6,7,9,6,1,0.14,1,0,0.14,0.16,+0.02,28,
4239,竹田辰也,A1,山口,42,92,6.48,253,,,,,○,,,,●,,40,12.5,49,6.1,35,5.7,1.3,74,41,7,7,11,6,2,0.15,1,0,0.15,0.15,-0.00,41,候補
3661,柳瀬興志,A2,山口,57,73,4.38,253,,,,,,,,,,,43,7.0,42,2.4,42,0.0,0.3,35,19,4,3,5,4,0,0.17,0,0,0.17,,,0,
4438,森作雄大,B1,東京,40,100,5.26,253,,,,,○,,○,,,,55,25.5,46,8.7,33,3.0,15.0,50,18,1,24,4,3,0,0.12,0,0,0.12,,,0,
4228,吉田慎二,A2,愛知,43,92,6.45,253,,,,,○,,,,,,47,8.5,41,7.3,45,2.2,-0.5,55,28,4,15,5,2,1,0.17,1,0,0.17,0.16,-0.01,27,候補
4448,青木玄太,A1,滋賀,39,100,7.06,253,,,,,○,,,,,,46,10.9,47,10.6,39,2.6,-1.6,73,36,6,19,4,8,0,0.15,0,0,0.15,,,0,
3686,鳥居塚孝,A2,群馬,51,73,6.21,253,,,,,,,,,,,45,4.4,48,4.2,42,0.0,-3.6,51,31,6,10,2,2,0,0.15,2,0,0.14,0.17,+0.04,76,
4961,西橋奈未,A1,福井,30,119,6.78,253,,,,,,,,,,,46,4.3,41,2.4,39,5.1,-3.7,64,35,6,9,7,7,0,0.14,1,0,0.14,0.14,+0.00,53,候補
4910,中村泰平,A1,愛知,30,117,7.13,253,,,,,○,,,,,,47,8.5,43,16.3,39,5.1,-3.3,79,46,6,8,16,3,0,0.14,1,0,0.14,0.18,+0.04,33,
4903,吉田凌太,A1,愛知,32,117,6.39,253,,,,,○,,,,,,49,18.4,39,20.5,42,11.9,4.2,92,41,9,16,25,1,0,0.15,2,0,0.14,0.15,+0.01,97,
3541,三嶌誠司,A2,香川,58,69,6.27,253,,,,,,○,,,,,42,2.4,50,4.0,35,0.0,-5.0,52,30,9,4,3,6,0,0.16,1,0,0.16,0.19,+0.03,14,
4348,宮崎奨,A2,香川,41,96,5.89,253,,,,,,○,,,,,49,2.0,42,0.0,43,0.0,-5.5,36,23,8,1,1,2,1,0.16,0,0,0.16,,,0,
4231,鈴木裕隆,B1,愛知,43,92,5.40,253,,,,,○,,,,,,47,8.5,48,8.3,37,0.0,-0.5,41,14,8,8,7,3,1,0.17,0,0,0.17,,,0,
4415,下出卓矢,A1,福井,39,99,6.07,252,,,,,○,,,,,,44,9.1,45,15.6,54,11.1,-0.1,66,33,2,20,8,3,0,0.14,3,0,0.13,0.15,+0.01,122,
4586,磯部誠,A1,愛知,35,105,7.69,252,,,,,○,,,,,,49,8.2,44,11.4,41,4.9,-2.0,55,34,1,5,8,6,1,0.12,0,0,0.12,,,0,
3556,田中信一,A1,大阪,53,69,6.76,252,,,,,○,,,,,,38,18.4,49,6.1,33,3.0,3.9,74,46,3,13,5,6,1,0.14,0,0,0.14,,,0,
4596,葛原大陽,A2,徳島,43,106,5.89,252,,,,,○,○,,,,,43,4.7,45,6.7,45,0.0,-4.5,52,30,7,2,9,3,1,0.15,1,0,0.15,0.15,+0.00,30,候補
4292,麻生慎介,A1,広島,41,94,6.45,252,,,,,○,,,,,,44,6.8,50,14.0,30,3.3,-2.9,61,32,7,6,13,3,0,0.14,2,0,0.13,0.15,+0.01,76,
5134,大原祥昌,A2,広島,27,126,5.61,251,,,,,○,,,,,,43,4.7,38,10.5,43,0.0,-3.4,49,28,3,4,8,5,1,0.15,0,0,0.15,,,0,
3574,大神康司,A1,福岡,54,70,6.19,251,,,,,,,,,,,6,0.0,1,0.0,0,,,66,35,15,9,1,6,0,0.16,0,0,0.16,,,0,
4502,遠藤エミ,A1,滋賀,38,102,7.34,251,,,,,○,,,,,,47,8.5,43,14.0,41,2.4,-3.3,77,43,13,4,13,4,0,0.14,1,0,0.14,0.15,+0.01,39,
4706,三浦洋次,A2,愛知,37,110,5.67,251,,,,,○,,,,,,48,6.2,49,8.2,39,0.0,-2.2,51,26,6,7,10,2,0,0.17,1,0,0.16,0.20,+0.03,34,
4266,長田頼宗,A1,東京,41,93,7.24,251,,,,,,,,,,,49,8.2,39,2.6,35,0.0,-2.0,64,45,4,3,8,4,0,0.15,0,0,0.15,,,0,
